LOCID,LAT,LON,STATE_CODE,ZIPCODE,DIST,FUND_TYPE,NAICS_CODE,RECIPIENT,ACTION_DATE,START_DATE,END_DATE,PERMALINK,FED_ATION_OBL,CURRENT_TOTAL_VALUE,SUBAGENCY,DESCRIPTION
"Tulsa, OK Metro Area",36.254442,-96.177298,SD,74105,16.23,contract,,"CHEROKEE NATION ASSURANCE, L.L.C.",10/19/22,12/18/19,1/20/20,https://www.usaspending.gov/award/CONT_AWD_89503420FWA400657_8900_DEWA0002409_8900/,-22060.8,0.0,Department of Energy,"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20190,13.61,contract,,"THUNDERCAT TECHNOLOGY, LLC",10/19/22,9/5/17,10/2/17,https://www.usaspending.gov/award/CONT_AWD_DEDT0013918_8900_NNG15SD26B_8000/,-46079.1,615094.56,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45246,13.11,contract,,"TRINITY ENGINEERING ASSOCIATES, INC.",10/19/22,1/24/22,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400251_8900_GS10F0306P_4730/,0.0,293128.64,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Seattle-Tacoma-Bellevue, WA Metro Area",47.490552,-121.833977,SD,98052,18.83,contract,,GE RENEWABLES GRID LLC,10/19/22,4/9/18,6/29/18,https://www.usaspending.gov/award/CONT_AWD_89503418CWA000007_8900_-NONE-_-NONE-/,-25000.0,158800.0,Department of Energy,"POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING"
"Morgantown, WV Metro Area",39.525155,-79.801912,SD,26505,11.69,contract,,RICOH USA INC,10/19/22,6/1/22,6/30/23,https://www.usaspending.gov/award/CONT_AWD_89243322FFE000024_8900_89303021AMA000025_8900/,0.0,217040.16,Department of Energy,PRINTING MACHINERY AND EQUIPMENT MANUFACTURING
"Fort Collins, CO Metro Area",40.658093,-105.486764,SD,80538,14.93,contract,,"INNOVATIVE FEDERAL OPERATIONS GROUP, INCORPORATED",10/19/22,8/1/14,7/31/19,https://www.usaspending.gov/award/CONT_AWD_DEWA0002042_8900_-NONE-_-NONE-/,0.0,33672.82,Department of Energy,SOLID WASTE COLLECTION
"Tulsa, OK Metro Area",36.254442,-96.177298,SD,74105,16.23,contract,,"CHEROKEE NATION ASSURANCE, L.L.C.",10/19/22,5/2/19,5/29/19,https://www.usaspending.gov/award/CONT_AWD_89503419FWA400463_8900_DEWA0002409_8900/,-10319.64,0.0,Department of Energy,"POTTERY, CERAMICS, AND PLUMBING FIXTURE MANUFACTURING"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20037,24.25,contract,,BLUEPATH LABS LLC,10/19/22,9/18/21,9/17/24,https://www.usaspending.gov/award/CONT_AWD_89303321FEM400238_8900_89303321DEM000062_8900/,0.0,3999725.94,Department of Energy,OFFICE ADMINISTRATIVE SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,RELX INC,10/19/22,9/22/22,9/30/25,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000197_8900_DEEI0002883_8900/,63020.0,88020.0,Department of Energy,PERIODICAL PUBLISHERS
"Sacramento-Roseville-Folsom, CA Metro Area",38.790272,-121.005643,SD,95626,26.39,contract,,"COUNTERTRADE PRODUCTS, INC.",10/19/22,7/27/22,9/16/22,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400596_8900_NNG15SC05B_8000/,0.0,140990.33,Department of Energy,ELECTRONIC COMPUTER MANUFACTURING
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"PROFESSIONAL PROJECT SERVICES, INC.",10/18/22,6/17/22,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89303522FEM400025_8900_DEEM0004900_8900/,-182975.5,7993288.0,Department of Energy,REMEDIATION SERVICES
"Santa Fe, NM Metro Area",35.514531,-105.963972,SD,87544,25.5,contract,,JGMS GOVERNMENT SERVICES LLC,10/18/22,9/1/22,8/31/24,https://www.usaspending.gov/award/CONT_AWD_89233122FNA400473_8900_GS00F0014Y_4732/,0.0,529087.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Casper, WY Metro Area",42.977645,-106.768219,SD,82601,22.53,contract,,CIVIL DESIGN & ENGINEERING INC,10/18/22,10/18/21,12/13/21,https://www.usaspending.gov/award/CONT_AWD_89503222FWA000088_8900_89503421AWA000006_8900/,-18583.54,26168.56,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Madison, WI Metro Area",43.083846,-89.597745,SD,53562,3.53,contract,,RURAL ELECTRIC SUPPLY COOPERATIVE,10/18/22,2/27/18,10/21/22,https://www.usaspending.gov/award/CONT_AWD_89503418CWA000004_8900_-NONE-_-NONE-/,-29.37,331978.53,Department of Energy,NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING
"Madison, WI Metro Area",43.083846,-89.597745,SD,53562,3.53,contract,,RURAL ELECTRIC SUPPLY COOPERATIVE,10/18/22,2/27/18,10/18/22,https://www.usaspending.gov/award/CONT_AWD_89503418CWA000004_8900_-NONE-_-NONE-/,0.0,331978.53,Department of Energy,NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20005,25.63,contract,,NATIONAL BUSINESS AVIATION ASSOCIATION,10/18/22,10/17/22,10/20/22,https://www.usaspending.gov/award/CONT_AWD_89303023PMA000290_8900_-NONE-_-NONE-/,0.0,25000.0,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",10/17/22,8/16/21,7/24/22,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400038_8900_89303320DEM000030_8900/,0.0,12800000.0,Department of Energy,REMEDIATION SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"BTP SERVICES, LLC",10/17/22,3/10/20,3/9/23,https://www.usaspending.gov/award/CONT_AWD_89303320FEM400141_8900_89303319DEM000023_8900/,0.0,2507077.09,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Corvallis, OR Metro Area",44.493882,-123.424664,SD,97321,17.87,contract,,PACIFICMARK CONSTRUCTION CORP,10/17/22,6/3/22,10/16/23,https://www.usaspending.gov/award/CONT_AWD_89243322FFE400382_8900_89243322DFE000019_8900/,0.0,2126465.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,21117,14.8,contract,,HAMILTON ASSOCIATES INC,10/17/22,12/31/19,12/30/23,https://www.usaspending.gov/award/CONT_AWD_89303020CAU000017_8900_-NONE-_-NONE-/,330003.0,5053824.0,Department of Energy,TESTING LABORATORIES
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",36.804408,-76.449526,SD,23320,13.37,contract,,CHENEGA PROFESSIONAL & TECHNICAL SERVICES LLC,10/17/22,1/25/21,1/24/24,https://www.usaspending.gov/award/CONT_AWD_89303321FEM400198_8900_DEEM0005006_8900/,49802.0,520548.02,Department of Energy,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45246,13.11,contract,,"TRINITY ENGINEERING ASSOCIATES, INC.",10/17/22,1/24/22,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400251_8900_GS10F0306P_4730/,0.0,293128.64,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80228,23.09,contract,,"EVERBRIDGE, INC.",10/17/22,9/15/22,9/14/23,https://www.usaspending.gov/award/CONT_AWD_89503022PWA000365_8900_-NONE-_-NONE-/,0.0,19140.34,Department of Energy,SOFTWARE PUBLISHERS
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20190,13.61,contract,,CARAHSOFT TECHNOLOGY CORP,10/17/22,9/1/19,10/24/22,https://www.usaspending.gov/award/CONT_AWD_89243319FFE400158_8900_GS35F0119Y_4732/,-16524.57,769696.88,Department of Energy,SOFTWARE PUBLISHERS
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,WASHINGTON RIVER PROTECTION SOLUTIONS LLC,10/17/22,6/20/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC2708RV14800_8900_-NONE-_-NONE-/,0.0,10062382364.0,Department of Energy,HAZARDOUS WASTE TREATMENT AND DISPOSAL
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,21044,18.93,contract,,"EXETER ASSOCIATES, INC.",10/17/22,3/1/22,2/28/23,https://www.usaspending.gov/award/CONT_AWD_89243122CSC000118_8900_-NONE-_-NONE-/,0.0,540440.0,Department of Energy,OTHER MANAGEMENT CONSULTING SERVICES
"Huntington-Ashland, WV-KY-OH Metro Area",38.406577,-82.542646,SD,45661,53.64,contract,,FLUOR-BWXT PORTSMOUTH LLC,10/17/22,8/16/10,3/28/23,https://www.usaspending.gov/award/CONT_AWD_DEAC3010CC40017_8900_-NONE-_-NONE-/,30595115.49,4669735019.0,Department of Energy,REMEDIATION SERVICES
"Las Vegas-Henderson-Paradise, NV Metro Area",36.21413,-115.014398,SD,89030,6.08,contract,,SILVER MOUNTAIN CONSTRUCTION LLC,10/17/22,9/24/21,11/11/22,https://www.usaspending.gov/award/CONT_AWD_89233121CNA000228_8900_-NONE-_-NONE-/,0.0,757763.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Springfield, MO Metro Area",37.36087,-93.180262,SD,65807,15.53,contract,,HUTTON CONTRACTING CO INC,10/17/22,3/5/19,4/28/20,https://www.usaspending.gov/award/CONT_AWD_89503619CSW000021_8900_-NONE-_-NONE-/,-3000.0,2830279.11,Department of Energy,POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION
"Iowa City, IA Metro Area",41.517806,-91.64793,SD,50171,45.72,contract,,BROWNELLS INC,10/15/22,11/30/17,1/5/18,https://www.usaspending.gov/award/CONT_AWD_89233118FNA400010_8900_DENA0002700_8900/,0.0,13590.6,Department of Energy,"SMALL ARMS, ORDNANCE, AND ORDNANCE ACCESSORIES MANUFACTURING"
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",36.804408,-76.449526,SD,23320,13.37,contract,,CHENEGA PROFESSIONAL & TECHNICAL SERVICES LLC,10/14/22,12/22/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400249_8900_DEEM0005006_8900/,36800.0,417732.8,Department of Energy,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES"
"Fort Collins, CO Metro Area",40.658093,-105.486764,SD,80538,14.93,contract,,CIVIL DESIGN & ENGINEERING INC,10/14/22,2/24/21,12/13/21,https://www.usaspending.gov/award/CONT_AWD_89503221FWA000056_8900_89503421AWA000006_8900/,0.0,35839.16,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Rochester, NY Metro Area",43.148038,-77.523257,SD,14624,10.61,contract,,DAWNBREAKER INC,10/14/22,8/1/19,7/31/23,https://www.usaspending.gov/award/CONT_AWD_89243019FSC400023_8900_GS00F134CA_4732/,0.0,5437523.61,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Los Angeles-Long Beach-Anaheim, CA Metro Area",34.108703,-118.182753,SD,90015,6.77,contract,,LARTA INC.,10/14/22,9/30/22,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400442_8900_GS10F0107P_4730/,0.0,3110880.9,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"CHEROKEE NATION ENVIRONMENTAL SOLUTIONS, L.L.C.",10/14/22,8/20/21,4/21/23,https://www.usaspending.gov/award/CONT_AWD_89233121FNA400334_8900_DENA0003614_8900/,0.0,4097592.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"CENTRAL PLATEAU CLEANUP COMPANY, LLC",10/14/22,8/16/21,9/30/24,https://www.usaspending.gov/award/CONT_AWD_89303921FEM400037_8900_89303320DEM000030_8900/,0.0,1748750912.0,Department of Energy,REMEDIATION SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20005,25.63,contract,,NATIONAL INSTITUTE OF BUILDING SCIENCES,10/14/22,1/28/16,1/27/21,https://www.usaspending.gov/award/CONT_AWD_DEEE0007466_8900_-NONE-_-NONE-/,0.0,215408.0,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22209,23.27,contract,,POLITICO LLC,10/14/22,2/15/22,3/30/23,https://www.usaspending.gov/award/CONT_AWD_89303022PFE000078_8900_-NONE-_-NONE-/,870.46,47320.46,Department of Energy,NEWSPAPER PUBLISHERS
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20874,25.16,contract,,"GREY STREET CONSULTING, LLC",10/14/22,7/15/21,7/14/23,https://www.usaspending.gov/award/CONT_AWD_89243121CSC000095_8900_-NONE-_-NONE-/,0.0,1672424.52,Department of Energy,OFFICE ADMINISTRATIVE SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20005,25.63,contract,,NATIONAL INSTITUTE OF BUILDING SCIENCES,10/14/22,5/31/18,11/30/21,https://www.usaspending.gov/award/CONT_AWD_89243418PEE000003_8900_-NONE-_-NONE-/,0.0,671248.7,Department of Energy,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING
"Charlotte-Concord-Gastonia, NC-SC Metro Area",35.166342,-80.797285,SD,28262,11.21,contract,,ELECTRIC POWER RESEARCH INSTITUTE INC,10/14/22,10/16/18,10/15/23,https://www.usaspending.gov/award/CONT_AWD_89243218CNE000001_8900_-NONE-_-NONE-/,938222.0,8481584.11,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)"
"Los Angeles-Long Beach-Anaheim, CA Metro Area",34.108703,-118.182753,SD,90015,6.77,contract,,LARTA INC.,10/14/22,9/29/22,9/30/27,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400472_8900_GS10F0107P_4730/,0.0,2400000.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Las Vegas-Henderson-Paradise, NV Metro Area",36.21413,-115.014398,SD,89005,17.36,contract,,"UTILITY SYSTEMS, INC.",10/13/22,8/15/22,12/22/22,https://www.usaspending.gov/award/CONT_AWD_89503122PWA000587_8900_-NONE-_-NONE-/,0.0,37385.0,Department of Energy,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,ATTAINX INC.,10/13/22,5/13/22,5/31/23,https://www.usaspending.gov/award/CONT_AWD_89303922FEM000158_8900_89303918AEM000003_8900/,0.0,307200.0,Department of Energy,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES
"Bismarck, ND Metro Area",46.887031,-100.979592,SD,58501,14.24,contract,,WRIGHT TIMBER CONTRACTING,10/13/22,7/21/22,3/31/23,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001432_8900_-NONE-_-NONE-/,0.0,34500.0,Department of Energy,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,"ICF INCORPORATED, L.L.C.",10/13/22,8/16/22,8/21/23,https://www.usaspending.gov/award/CONT_AWD_89243422FEE400293_8900_GS00Q14OADU119_4732/,0.0,1073412.0,Department of Energy,ENGINEERING SERVICES
"Albuquerque, NM Metro Area",35.123496,-106.458392,SD,87102,11.04,contract,,PERIKIN ENTERPRISES LLC,10/13/22,9/23/22,3/21/24,https://www.usaspending.gov/award/CONT_AWD_89233122CNA000284_8900_-NONE-_-NONE-/,0.0,23989153.0,Department of Energy,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,"UTILITY SYSTEMS, INC.",10/13/22,8/15/22,12/22/22,https://www.usaspending.gov/award/CONT_AWD_89503122PWA000586_8900_-NONE-_-NONE-/,0.0,153615.0,Department of Energy,INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,WYANDOTTE TECHNOLOGIES,10/13/22,5/1/21,4/30/23,https://www.usaspending.gov/award/CONT_AWD_89243121CSC000092_8900_-NONE-_-NONE-/,0.0,7008817.2,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,HANFORD LABORATORY MANAGEMENT AND INTEGRATION LLC,10/13/22,9/29/20,1/4/26,https://www.usaspending.gov/award/CONT_AWD_89303320CEM000075_8900_-NONE-_-NONE-/,0.0,259406689.6,Department of Energy,REMEDIATION SERVICES
"Morristown, TN Metro Area",36.168802,-83.422614,SD,40965,35.57,contract,,MARY HELEN PARKEY,10/12/22,7/6/22,11/30/22,https://www.usaspending.gov/award/CONT_AWD_89503422PWA001424_8900_-NONE-_-NONE-/,0.0,24733.0,Department of Energy,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES"
"Cincinnati, OH-KY-IN Metro Area",39.100546,-84.479533,SD,45202,1.39,contract,,"NEPTUNE AND COMPANY, INCORPORATED",10/12/22,6/16/22,6/15/27,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400275_8900_89303322DEM000072_8900/,700000.0,3976149.0,Department of Energy,ENVIRONMENTAL CONSULTING SERVICES
"Baltimore-Columbia-Towson, MD Metro Area",39.304361,-76.549501,SD,20723,20.6,contract,,DIGITAL STRATEGY LLC,10/12/22,8/25/22,8/31/23,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400297_8900_89303322DEM000075_8900/,0.0,993000.0,Department of Energy,CUSTOM COMPUTER PROGRAMMING SERVICES
"Santa Fe, NM Metro Area",35.514531,-105.963972,SD,87544,25.5,contract,,"S&K MISSION SUPPORT, LLC",10/12/22,9/22/22,3/31/24,https://www.usaspending.gov/award/CONT_AWD_89303322FEM400309_8900_89303322DEM000085_8900/,0.0,7246385.7,Department of Energy,REMEDIATION SERVICES
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,20874,25.16,contract,,ARCHETYPE I LLC,10/12/22,12/30/21,12/29/22,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400373_8900_47QRAD20D1186_4732/,0.0,2067299.89,Department of Energy,ENGINEERING SERVICES
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"EMERGENT, LLC",10/12/22,8/19/22,8/30/22,https://www.usaspending.gov/award/CONT_AWD_89243122FSC400444_8900_NNG15SC33B_8000/,0.0,85272.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Buffalo-Cheektowaga, NY Metro Area",43.044371,-78.777335,SD,14068,1.43,contract,,"WILLIAM S. HEIN & CO., INC.",10/12/22,7/17/20,9/30/23,https://www.usaspending.gov/award/CONT_AWD_89303020PGC000012_8900_-NONE-_-NONE-/,0.0,68145.0,Department of Energy,ALL OTHER LEGAL SERVICES
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"COUNTERTRADE PRODUCTS, INC.",10/12/22,1/10/22,10/12/22,https://www.usaspending.gov/award/CONT_AWD_89303122FEM400157_8900_NNG15SC65B_8000/,-4351.75,0.0,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,"AP FIRE PROTECTION, LLC",10/12/22,8/11/22,11/4/22,https://www.usaspending.gov/award/CONT_AWD_89503122PWA000585_8900_-NONE-_-NONE-/,0.0,10885.79,Department of Energy,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS"
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",41.823521,-87.828297,SD,60439,12.73,contract,,"UCHICAGO ARGONNE, LLC",10/11/22,7/31/06,9/30/25,https://www.usaspending.gov/award/CONT_AWD_DEAC0206CH11357_8900_-NONE-_-NONE-/,0.0,13332394681.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Redding, CA Metro Area",40.760514,-122.043556,SD,96003,15.85,contract,,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",10/11/22,6/1/22,10/31/22,https://www.usaspending.gov/award/CONT_AWD_89503022FWA400576_8900_89503019DWA000006_8900/,0.0,64095.1,Department of Energy,ENGINEERING SERVICES
"Phoenix-Mesa-Chandler, AZ Metro Area",33.185765,-112.067862,SD,85009,18.18,contract,,VETERAN CLINICAL SOLUTIONS LLC,10/11/22,7/12/17,8/31/22,https://www.usaspending.gov/award/CONT_AWD_DEWA0004390_8900_-NONE-_-NONE-/,-4895.97,199703.35,Department of Energy,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,"CH2M HILL CONSTRUCTORS, INC.",10/7/22,3/30/15,1/30/24,https://www.usaspending.gov/award/CONT_AWD_DEEM0003601_8900_-NONE-_-NONE-/,0.0,55890180.0,Department of Energy,ENGINEERING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80010,21.11,contract,,JP WHELAN CO,10/7/22,7/7/20,10/7/22,https://www.usaspending.gov/award/CONT_AWD_89503420FWA400780_8900_89503419DWA000004_8900/,0.0,177340.68,Department of Energy,WOOD PRESERVATION
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99354,3.05,contract,,BATTELLE MEMORIAL INSTITUTE,10/7/22,1/4/03,9/30/27,https://www.usaspending.gov/award/CONT_AWD_DEAC0576RL01830_8900_-NONE-_-NONE-/,0.0,30134631902.0,Department of Energy,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES"
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,"LYME COMPUTER SYSTEMS, INC.",10/7/22,9/15/21,4/30/23,https://www.usaspending.gov/award/CONT_AWD_89303121FEM400149_8900_NNG15SC80B_8000/,0.0,95462.5,Department of Energy,OTHER COMPUTER RELATED SERVICES
"Kennewick-Richland, WA Metro Area",46.364155,-119.254927,SD,99352,8.36,contract,,"EMP2, INC.",10/7/22,4/24/13,4/23/18,https://www.usaspending.gov/award/CONT_AWD_DEDT0005550_8900_DEEE0003382_8900/,-6858.18,61599.76,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
"Denver-Aurora-Lakewood, CO Metro Area",39.434789,-104.901073,SD,80401,26.51,contract,,ALLIANCE FOR SUSTAINABLE ENERGY LLC,10/7/22,7/29/08,9/30/23,https://www.usaspending.gov/award/CONT_AWD_DEAC3608GO28308_8900_-NONE-_-NONE-/,0.0,9000000000.0,Department of Energy,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY
"Knoxville, TN Metro Area",36.014791,-84.206701,SD,37830,5.76,contract,,APTIM-NORTH WIND CONSTRUCTION JV LLC,10/7/22,12/4/18,1/4/23,https://www.usaspending.gov/award/CONT_AWD_89303319CEM000041_8900_-NONE-_-NONE-/,0.0,117428646.4,Department of Energy,WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",38.798205,-77.486882,SD,22102,17.42,contract,,KPMG LLP,10/6/22,6/1/21,5/31/23,https://www.usaspending.gov/award/CONT_AWD_89303021FIG400014_8900_GS00F275CA_4732/,0.0,23446263.24,Department of Energy,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS
"Lexington-Fayette, KY Metro Area",38.102876,-84.438545,SD,40513,10.86,contract,,CYKOR LLC,10/6/22,8/18/21,3/31/23,https://www.usaspending.gov/award/CONT_AWD_89303121FEM400127_8900_NNG15SD66B_8000/,0.0,78319.4,Department of Energy,OTHER COMPUTER RELATED SERVICES
"San Francisco-Oakland-Berkeley, CA Metro Area",37.773718,-122.274432,SD,94588,22.57,contract,,"DIRAC SOLUTIONS, INC.",10/6/22,8/3/20,1/9/23,https://www.usaspending.gov/award/CONT_AWD_89233120CNA000152_8900_-NONE-_-NONE-/,0.0,1494911.96,Department of Energy,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES
